País,Producto,Elemento,Año,Valor,Z_score
Europa oriental,Energía,Emisiones (CO2),2001,1344374.2,4.9294333
Europa occidental,Energía,Emisiones (CO2),1961,1344308.5,4.9291873
Mundo,Desechos,Emisiones (CO2eq) (AR5),1992,1343302.4,4.925423
Países No-Anexo I,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,1343036.4,4.924428
Países No-Anexo I,Otro,Emisiones (CO2),2003,1342896.6,4.9239054
Países No-Anexo I,Otro,Emisiones (CO2),2000,1342729.9,4.9232817
Países Anexo I,Otro,Emisiones (CO2eq) (AR5),2019,1342227.5,4.921402
Europa oriental,Energía,Emisiones (CO2),2000,1341690.0,4.919391
Países Anexo I,Otro,Emisiones (CO2eq) (AR5),2015,1341450.0,4.9184933
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1994,1340418.4,4.9146338
India,Energía,Emisiones (CO2),2021,1340361.0,4.914419
Europa,Suelos agrícolas,Emisiones (CO2),1993,1340277.9,4.9141083
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2012,1339868.0,4.912575
Países Anexo I,Otro,Emisiones (CO2eq) (AR5),2022,1339632.8,4.9116945
Países No-Anexo I,Otro,Emisiones (CO2),1999,1339545.6,4.911369
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1991,1339053.4,4.9095273
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1970,1339039.6,4.909476
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,1338949.4,4.909138
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,1338723.6,4.9082932
Países No-Anexo I,Desechos,Emisiones (CO2eq) (AR5),2014,1338379.9,4.907007
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1338314.0,4.906761
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1986,1338127.6,4.9060636
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2014,1337726.2,4.904562
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,1336955.4,4.901678
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1969,1336548.4,4.9001555
Unión Europea (27),Energía,Emisiones (CO2),2021,1336482.5,4.899909
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2005,1336482.1,4.8999076
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,1334723.2,4.893327
"China, Continental",Energía,Emisiones (CO2),1991,1334087.2,4.890948
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2002,1333930.2,4.8903604
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1968,1333857.9,4.89009
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2001,1332361.0,4.8844895
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2015,1332330.4,4.884375
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2005,1332087.5,4.8834667
Américas,Otro,Emisiones (CO2eq) (AR5),2004,1331633.0,4.8817663
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1985,1331186.5,4.880096
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1993,1330944.0,4.8791885
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,1330235.9,4.876539
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1995,1330143.4,4.876193
Asia meridional,Energía,Emisiones (CO2),2011,1329563.5,4.874024
América septentrional,Suelos agrícolas,Emisiones (CO2),2000,1328635.9,4.8705535
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1978,1328313.1,4.869346
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1978,1328313.1,4.869346
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de F-gases (AR5),2021,1328032.2,4.868295
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1996,1327047.1,4.8646097
Europa oriental,Energía,Emisiones (CO2),2002,1326843.5,4.8638477
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1991,1326310.0,4.8618517
Europa oriental,Energía,Emisiones (CO2),2016,1325949.9,4.8605046
India,Energía,Emisiones (CO2eq) (AR5),2017,1325844.2,4.8601093
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1967,1325786.9,4.8598948
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2013,1325301.4,4.8580785
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,1325301.4,4.8580785
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1974,1324614.4,4.8555083
Países No-Anexo I,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,1323973.2,4.85311
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2011,1323910.9,4.852876
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1998,1323894.2,4.852814
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1992,1323588.4,4.85167
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,1322398.5,4.8472185
Europa oriental,Energía,Emisiones (CO2),2014,1322269.2,4.8467345
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1997,1322172.6,4.846373
Unión Europea (27),Energía,Emisiones (CO2),2022,1322083.5,4.84604
Mundo,Desechos,Emisiones (CO2eq) (AR5),1991,1321928.1,4.8454585
América septentrional,Suelos agrícolas,Emisiones (CO2),2009,1321788.6,4.844937
Asia meridional,Energía,Emisiones (CO2eq) (AR5),2008,1321300.9,4.843112
Europa oriental,Energía,Emisiones (CO2),2020,1320915.4,4.8416696
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,1320503.0,4.840127
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1984,1320419.0,4.8398128
Países No-Anexo I,Desechos,Emisiones (CO2eq) (AR5),2013,1318703.9,4.833396
Países Anexo I,Otro,Emisiones (CO2eq) (AR5),2020,1318355.4,4.8320923
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2012,1317936.8,4.830526
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2004,1317848.2,4.830195
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1975,1317620.4,4.8293424
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2011,1317070.5,4.8272853
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1985,1317052.0,4.827216
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,1316906.6,4.826672
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,1315901.5,4.8229117
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,1315769.2,4.8224173
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1977,1315612.1,4.8218293
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1977,1315612.1,4.8218293
Américas,Otro,Emisiones (CO2eq) (AR5),2003,1313235.0,4.812936
Países No-Anexo I,Otro,Emisiones (CO2),1996,1313073.0,4.81233
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1976,1311529.2,4.8065543
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1998,1311222.6,4.8054075
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1984,1311000.8,4.8045774
India,Energía,Emisiones (CO2),2018,1310635.8,4.8032117
Países No-Anexo I,Otro,Emisiones (CO2),1995,1310495.8,4.802688
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1965,1309950.2,4.8006473
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1999,1309921.8,4.8005404
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1984,1309752.5,4.799907
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),2000,1309451.2,4.7987804
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1995,1308932.0,4.796838
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1981,1308655.2,4.7958026
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1983,1308345.8,4.7946444
América del Sur,Suelos agrícolas,Emisiones (CO2),1998,1308061.1,4.7935796
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,1308006.1,4.793374
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1982,1307996.6,4.7933383
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2004,1307611.0,4.791896
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,1307598.4,4.7918487
Europa oriental,Energía,Emisiones (CO2),2015,1305200.2,4.7828765
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,1304893.6,4.7817297
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),1999,1304467.5,4.780135
América del Sur,Suelos agrícolas,Emisiones (CO2),1999,1304151.9,4.7789545
Américas,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2022,1304033.5,4.7785115
Países No-Anexo I,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,1303668.2,4.7771454
"China, Continental",Energía,Emisiones (CO2),1977,1303387.4,4.7760944
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1980,1302968.5,4.774527
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,1302911.1,4.7743125
América del Sur,Suelos agrícolas,Emisiones (CO2),2000,1302701.5,4.7735286
China,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,1302559.5,4.7729974
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1994,1302152.9,4.771476
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1997,1301344.1,4.7684503
República Democrática del Congo,IPCC Agricultura,Emisiones (CO2eq) (AR5),2006,1301316.9,4.768348
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,1301140.5,4.7676883
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,1300493.2,4.765267
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1966,1300413.8,4.7649693
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,1300274.6,4.764449
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,1300204.0,4.764185
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1973,1300030.0,4.763534
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),2009,1299322.1,4.7608857
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2020,1298777.4,4.7588477
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,1298628.5,4.758291
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1985,1298043.0,4.7561
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2004,1296800.6,4.751452
OECD,Otro,Emisiones (CO2eq) (AR5),2007,1296775.0,4.751356
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1977,1296565.2,4.7505717
Países No-Anexo I,Desechos,Emisiones (CO2eq) (AR5),2012,1296564.4,4.7505684
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,1296502.6,4.750337
América del Sur,Suelos agrícolas,Emisiones (CO2),1997,1296214.6,4.74926
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1996,1296091.5,4.7487993
Mundo,Desechos,Emisiones (CO2eq) (AR5),1990,1295620.4,4.7470365
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2010,1295221.8,4.7455454
India,Energía,Emisiones (CO2eq) (AR5),2020,1295169.8,4.745351
OECD,Otro,Emisiones (CO2eq) (AR5),2001,1294684.9,4.743537
Américas,Otro,Emisiones (CO2eq) (AR5),2002,1294602.4,4.743228
República Democrática del Congo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2006,1293654.1,4.739681
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1996,1293333.2,4.73848
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1978,1293280.4,4.738282
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1964,1293123.0,4.737694
Américas,Otro,Emisiones (CO2eq) (AR5),2001,1293033.5,4.7373586
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1976,1292405.6,4.7350097
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1976,1292405.6,4.7350097
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2020,1290156.6,4.726596
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1979,1289184.0,4.722957
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1986,1288985.9,4.7222157
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1983,1288946.9,4.7220697
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2011,1288849.9,4.721707
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,1288849.9,4.721707
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1974,1288745.2,4.721316
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2017,1288274.0,4.7195525
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1965,1288005.9,4.7185497
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2003,1287966.0,4.7184005
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2018,1287634.9,4.7171617
OECD,Otro,Emisiones (CO2eq) (AR5),2000,1286913.4,4.7144623
Europa oriental,Energía,Emisiones (CO2),2009,1286612.4,4.713336
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2006,1286354.9,4.712373
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2000,1286227.2,4.7118955
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1972,1286212.4,4.7118397
OECD,Otro,Emisiones (CO2eq) (AR5),2006,1285928.5,4.7107778
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1963,1285542.6,4.709334
América del Sur,Suelos agrícolas,Emisiones (CO2),1996,1285358.0,4.7086434
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1284414.8,4.7051144
OECD,Otro,Emisiones (CO2eq) (AR5),2004,1284220.9,4.704389
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2007,1284141.4,4.7040915
Américas,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2021,1283951.8,4.7033825
Países No-Anexo I,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,1283712.6,4.7024875
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2003,1282797.5,4.6990643
América septentrional,Suelos agrícolas,Emisiones (CO2),1999,1281028.1,4.6924443
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,1280777.4,4.6915064
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1982,1280656.1,4.691053
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1981,1280604.6,4.6908603
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2002,1280532.2,4.6905894
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2001,1280412.4,4.6901407
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,1279812.8,4.6878977
OECD,Otro,Emisiones (CO2eq) (AR5),2002,1279710.4,4.687515
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2003,1279693.2,4.6874504
"China, Continental",Energía,Emisiones (CO2),1990,1279137.2,4.6853704
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2005,1278740.5,4.683886
Países No-Anexo I,Otro,Emisiones (CO2),2001,1278296.6,4.6822257
América septentrional,Suelos agrícolas,Emisiones (CO2),2018,1277823.1,4.6804543
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1964,1277208.4,4.678154
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1993,1276916.0,4.67706
América del Sur,Suelos agrícolas,Emisiones (CO2),1995,1276833.6,4.676752
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,1276654.2,4.676081
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2009,1276640.4,4.676029
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,1276640.4,4.676029
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,1276237.2,4.674521
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2014,1276237.2,4.674521
Asia,Energía,Emisiones (CO2),1964,1276065.8,4.6738796
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2005,1275662.4,4.6723704
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2005,1275662.4,4.6723704
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1983,1275295.4,4.670997
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),1989,1275020.4,4.6699686
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1989,1275020.4,4.6699686
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,1274787.6,4.669098
Países No-Anexo I,Desechos,Emisiones (CO2eq) (AR5),2011,1274517.9,4.6680884
OECD,Otro,Emisiones (CO2eq) (AR5),2005,1274310.2,4.6673117
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,1274142.6,4.6666846
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2008,1274142.6,4.6666846
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1999,1273770.0,4.665291
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,1272895.6,4.6620193
OECD,Otro,Emisiones (CO2eq) (AR5),2008,1272885.4,4.661981
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2022,1272208.9,4.65945
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1990,1271798.8,4.6579156
India,Energía,Emisiones (CO2eq) (AR5),2016,1271221.8,4.655757
Américas,IPCC Agricultura,Emisiones (CO2eq) (AR5),1992,1270752.5,4.6540017
Países Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1962,1269881.4,4.6507425
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2015,1269833.8,4.650564
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,1269304.8,4.6485853
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2019,1269143.6,4.6479826
OECD,Otro,Emisiones (CO2eq) (AR5),2011,1269063.8,4.6476836
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2014,1269003.5,4.647458
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2017,1268989.0,4.647404
Mundo,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,1268900.8,4.6470737
América del Sur,Suelos agrícolas,Emisiones (CO2),1994,1268837.0,4.6468353
Países No-Anexo I,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,1268589.9,4.6459107
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2021,1268521.8,4.645656
Países No-Anexo I,Otro,Emisiones (CO2),1994,1268472.6,4.645472
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2009,1268143.8,4.644242
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1980,1267995.4,4.643687
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2000,1267869.1,4.643214
China,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,1267721.0,4.64266
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),1998,1267670.8,4.6424723
Américas,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2020,1267510.2,4.641872
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2001,1267380.9,4.641388
Américas,Otro,Emisiones (CO2eq) (AR5),2022,1267044.2,4.6401286
OECD,Otro,Emisiones (CO2eq) (AR5),2003,1267020.8,4.6400404
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),1996,1266866.2,4.6394625
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1266617.1,4.6385303
Países No-Anexo I,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2004,1266322.9,4.6374297
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2019,1266193.0,4.636944
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2014,1266018.5,4.636291
Asia meridional,Energía,Emisiones (CO2),2010,1265813.8,4.6355247
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1975,1265520.5,4.634428
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),1975,1265520.5,4.634428
América del Sur,Suelos agrícolas,Emisiones (CO2),1993,1264785.0,4.631676
Import netos alim en Des,IPCC Agricultura,Emisiones (CO2eq) (AR5),2008,1264595.2,4.630966
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),1997,1264527.1,4.6307116
OECD,Otro,Emisiones (CO2eq) (AR5),2012,1264387.8,4.63019
Mundo,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2002,1264194.8,4.629468
Países No-Anexo I,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,1263941.8,4.6285214
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1971,1263628.2,4.6273484
América septentrional,Suelos agrícolas,Emisiones (CO2),2019,1263072.8,4.6252704
Américas,Otro,Emisiones (CO2eq) (AR5),2021,1262903.1,4.6246357
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,1262362.0,4.6226115
Asia meridional,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,1262300.2,4.6223803
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2013,1262165.2,4.6218753
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1995,1262069.9,4.6215186
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de F-gases (AR5),2020,1262062.1,4.6214895
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2015,1262048.5,4.6214385
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2017,1261775.5,4.620417
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,1261746.2,4.6203074
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,1261397.9,4.6190042
Américas,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2019,1261197.9,4.618256
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1987,1260953.2,4.617341
OECD,Otro,Emisiones (CO2eq) (AR5),1999,1260633.4,4.616144
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1999,1260589.4,4.6159797
Asia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1998,1260500.5,4.6156473
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2015,1259754.0,4.6128545
América del Sur,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,1259579.6,4.612202
OECD,Otro,Emisiones (CO2eq) (AR5),2010,1259307.4,4.6111836
Mundo,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,1259270.0,4.6110435
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1989,1259148.1,4.6105876
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),1988,1258944.9,4.609827
Mundo,Suelos agrícolas,Emisiones (CO2eq) (AR5),1988,1258944.9,4.609827
Américas,Otro,Emisiones (CO2eq) (AR5),2000,1258264.5,4.6072817
América septentrional,Suelos agrícolas,Emisiones (CO2),1998,1258110.6,4.606706
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2018,1257976.1,4.606203
OECD,Otro,Emisiones (CO2eq) (AR5),2017,1257797.1,4.605533
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,1257396.8,4.6040354
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2003,1256918.0,4.6022444
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2018,1256772.6,4.6017003
América del Sur,Suelos agrícolas,Emisiones (CO2),1992,1256689.5,4.6013894
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1979,1256619.1,4.601126
Países No-Anexo I,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2021,1256538.6,4.600825
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1973,1256067.6,4.599063
Países No-Anexo I,Emisiones derivadas de los cultivos,Emisiones (CO2eq) (AR5),2020,1254796.0,4.5943055
América del Sur,Suelos agrícolas,Emisiones (CO2),1991,1254512.9,4.5932465
China,Energía,Emisiones (CO2),1976,1254428.8,4.5929317
India,Energía,Emisiones (CO2),2017,1253459.9,4.589307
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1978,1253352.5,4.5889053
América del Sur,Suelos agrícolas,Emisiones (CO2),1990,1253273.1,4.5886083
Europa,Suelos agrícolas,Emisiones (CO2),1996,1253253.9,4.5885363
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),1988,1253212.2,4.5883803
OECD,Otro,Emisiones (CO2eq) (AR5),2018,1253129.4,4.5880704
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2),2012,1253058.2,4.5878043
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1998,1253031.6,4.5877047
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2019,1252358.0,4.5851846
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,1252327.8,4.5850716
Países No-Anexo I,Fermentación entérica,Emisiones (CO2eq) (AR5),2006,1252327.8,4.5850716
América septentrional,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,1252284.1,4.584908
Mundo,Suelos agrícolas,Emisiones (CO2eq) proveniente de N2O (AR5),2012,1252226.0,4.5846906
OECD,IPCC Agricultura,Emisiones (CO2eq) (AR5),2005,1251836.5,4.5832334
OECD,Otro,Emisiones (CO2eq) (AR5),2009,1251796.8,4.583085
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),1997,1251620.8,4.5824265
